fips,cbsa_sub,area_name,nmdda_2023
42035,NCNTY42035N42035,"Clinton County, PA",0
48243,NCNTY48243N48243,"Jeff Davis County, TX",0
16081,NCNTY16081N16081,"Teton County, ID",0
51103,NCNTY51103N51103,"Lancaster County, VA",0
39009,NCNTY39009N39009,"Athens County, OH",0
30029,NCNTY30029N30029,"Flathead County, MT",0
28039,NCNTY28039N28039,"George County, MS",0
8121,NCNTY08121N08121,"Washington County, CO",0
5057,NCNTY05057N05057,"Hempstead County, AR",0
40041,NCNTY40041N40041,"Delaware County, OK",0
48003,NCNTY48003N48003,"Andrews County, TX",0
37131,NCNTY37131N37131,"Northampton County, NC",0
30067,NCNTY30067N30067,"Park County, MT",0
48373,NCNTY48373N48373,"Polk County, TX",0
13123,NCNTY13123N13123,"Gilmer County, GA",0
36077,NCNTY36077N36077,"Otsego County, NY",0
26113,NCNTY26113N26113,"Missaukee County, MI",0
13009,NCNTY13009N13009,"Baldwin County, GA",0
29169,NCNTY29169N29169,"Pulaski County, MO",0
48053,NCNTY48053N48053,"Burnet County, TX",0
23007,NCNTY23007N23007,"Franklin County, ME",0
5023,NCNTY05023N05023,"Cleburne County, AR",0
8025,NCNTY08025N08025,"Crowley County, CO",0
21009,NCNTY21009N21009,"Barren County, KY",0
13105,NCNTY13105N13105,"Elbert County, GA",0
48127,NCNTY48127N48127,"Dimmit County, TX",0
37031,NCNTY37031N37031,"Carteret County, NC",0
18031,NCNTY18031N18031,"Decatur County, IN",0
37195,NCNTY37195N37195,"Wilson County, NC",0
48097,NCNTY48097N48097,"Cooke County, TX",0
21195,NCNTY21195N21195,"Pike County, KY",0
53001,NCNTY53001N53001,"Adams County, WA",0
29161,NCNTY29161N29161,"Phelps County, MO",0
29217,NCNTY29217N29217,"Vernon County, MO",0
13129,NCNTY13129N13129,"Gordon County, GA",0
13175,NCNTY13175N13175,"Laurens County, GA",0
13071,NCNTY13071N13071,"Colquitt County, GA",0
13069,NCNTY13069N13069,"Coffee County, GA",0
13305,NCNTY13305N13305,"Wayne County, GA",0
13087,NCNTY13087N13087,"Decatur County, GA",0
13293,NCNTY13293N13293,"Upson County, GA",0
13279,NCNTY13279N13279,"Toombs County, GA",0
13055,NCNTY13055N13055,"Chattooga County, GA",0
13119,NCNTY13119N13119,"Franklin County, GA",0
13267,NCNTY13267N13267,"Tattnall County, GA",0
13107,NCNTY13107N13107,"Emanuel County, GA",0
13205,NCNTY13205N13205,"Mitchell County, GA",0
13081,NCNTY13081N13081,"Crisp County, GA",0
13303,NCNTY13303N13303,"Washington County, GA",0
13091,NCNTY13091N13091,"Dodge County, GA",0
13001,NCNTY13001N13001,"Appling County, GA",0
13019,NCNTY13019N13019,"Berrien County, GA",0
13075,NCNTY13075N13075,"Cook County, GA",0
13017,NCNTY13017N13017,"Ben Hill County, GA",0
13163,NCNTY13163N13163,"Jefferson County, GA",0
13161,NCNTY13161N13161,"Jeff Davis County, GA",0
13251,NCNTY13251N13251,"Screven County, GA",0
13049,NCNTY13049N13049,"Charlton County, GA",0
13271,NCNTY13271N13271,"Telfair County, GA",0
13193,NCNTY13193N13193,"Macon County, GA",0
13093,NCNTY13093N13093,"Dooly County, GA",0
13005,NCNTY13005N13005,"Bacon County, GA",0
13043,NCNTY13043N13043,"Candler County, GA",0
13099,NCNTY13099N13099,"Early County, GA",0
13109,NCNTY13109N13109,"Evans County, GA",0
13235,NCNTY13235N13235,"Pulaski County, GA",0
13155,NCNTY13155N13155,"Irwin County, GA",0
13167,NCNTY13167N13167,"Johnson County, GA",0
13287,NCNTY13287N13287,"Turner County, GA",0
13319,NCNTY13319N13319,"Wilkinson County, GA",0
13315,NCNTY13315N13315,"Wilcox County, GA",0
13141,NCNTY13141N13141,"Hancock County, GA",0
13165,NCNTY13165N13165,"Jenkins County, GA",0
13209,NCNTY13209N13209,"Montgomery County, GA",0
13003,NCNTY13003N13003,"Atkinson County, GA",0
13269,NCNTY13269N13269,"Taylor County, GA",0
13309,NCNTY13309N13309,"Wheeler County, GA",0
13065,NCNTY13065N13065,"Clinch County, GA",0
13243,NCNTY13243N13243,"Randolph County, GA",0
13201,NCNTY13201N13201,"Miller County, GA",0
13037,NCNTY13037N13037,"Calhoun County, GA",0
13301,NCNTY13301N13301,"Warren County, GA",0
13249,NCNTY13249N13249,"Schley County, GA",0
13061,NCNTY13061N13061,"Clay County, GA",0
13307,NCNTY13307N13307,"Webster County, GA",0
13239,NCNTY13239N13239,"Quitman County, GA",0
13265,NCNTY13265N13265,"Taliaferro County, GA",0
49051,NCNTY49051N49051,"Wasatch County, UT",0
2100,NCNTY02100N02100,"Haines Borough, AK",0
51081,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",0
50021,NCNTY50021N50021,"Rutland County, VT",0
21173,NCNTY21173N21173,"Montgomery County, KY",0
56039,NCNTY56039N56039,"Teton County, WY",0
1049,NCNTY01049N01049,"DeKalb County, AL",0
1071,NCNTY01071N01071,"Jackson County, AL",0
1053,NCNTY01053N01053,"Escambia County, AL",0
1059,NCNTY01059N01059,"Franklin County, AL",0
1093,NCNTY01093N01093,"Marion County, AL",0
1005,NCNTY01005N01005,"Barbour County, AL",0
1019,NCNTY01019N01019,"Cherokee County, AL",0
1133,NCNTY01133N01133,"Winston County, AL",0
1025,NCNTY01025N01025,"Clarke County, AL",0
1111,NCNTY01111N01111,"Randolph County, AL",0
1099,NCNTY01099N01099,"Monroe County, AL",0
1013,NCNTY01013N01013,"Butler County, AL",0
1057,NCNTY01057N01057,"Fayette County, AL",0
1027,NCNTY01027N01027,"Clay County, AL",0
1075,NCNTY01075N01075,"Lamar County, AL",0
1023,NCNTY01023N01023,"Choctaw County, AL",0
1035,NCNTY01035N01035,"Conecuh County, AL",0
38053,NCNTY38053N38053,"McKenzie County, ND",0
37189,NCNTY37189N37189,"Watauga County, NC",0
48323,NCNTY48323N48323,"Maverick County, TX",0
40101,NCNTY40101N40101,"Muskogee County, OK",0
40079,NCNTY40079N40079,"Le Flore County, OK",0
40021,NCNTY40021N40021,"Cherokee County, OK",0
40071,NCNTY40071N40071,"Kay County, OK",0
40089,NCNTY40089N40089,"McCurtain County, OK",0
40115,NCNTY40115N40115,"Ottawa County, OK",0
40015,NCNTY40015N40015,"Caddo County, OK",0
40049,NCNTY40049N40049,"Garvin County, OK",0
40133,NCNTY40133N40133,"Seminole County, OK",0
40001,NCNTY40001N40001,"Adair County, OK",0
40091,NCNTY40091N40091,"McIntosh County, OK",0
40095,NCNTY40095N40095,"Marshall County, OK",0
40023,NCNTY40023N40023,"Choctaw County, OK",0
40005,NCNTY40005N40005,"Atoka County, OK",0
40063,NCNTY40063N40063,"Hughes County, OK",0
40061,NCNTY40061N40061,"Haskell County, OK",0
40107,NCNTY40107N40107,"Okfuskee County, OK",0
40127,NCNTY40127N40127,"Pushmataha County, OK",0
40069,NCNTY40069N40069,"Johnston County, OK",0
40077,NCNTY40077N40077,"Latimer County, OK",0
40105,NCNTY40105N40105,"Nowata County, OK",0
40011,NCNTY40011N40011,"Blaine County, OK",0
40075,NCNTY40075N40075,"Kiowa County, OK",0
40141,NCNTY40141N40141,"Tillman County, OK",0
40055,NCNTY40055N40055,"Greer County, OK",0
40067,NCNTY40067N40067,"Jefferson County, OK",0
40029,NCNTY40029N40029,"Coal County, OK",0
40007,NCNTY40007N40007,"Beaver County, OK",0
40025,NCNTY40025N40025,"Cimarron County, OK",0
47141,NCNTY47141N47141,"Putnam County, TN",0
54075,NCNTY54075N54075,"Pocahontas County, WV",0
5001,NCNTY05001N05001,"Arkansas County, AR",0
47185,NCNTY47185N47185,"White County, TN",0
36021,NCNTY36021N36021,"Columbia County, NY",0
28155,NCNTY28155N28155,"Webster County, MS",0
5115,NCNTY05115N05115,"Pope County, AR",0
26055,NCNTY26055N26055,"Grand Traverse County, MI",0
26047,NCNTY26047N26047,"Emmet County, MI",0
26091,NCNTY26091N26091,"Lenawee County, MI",0
13257,NCNTY13257N13257,"Stephens County, GA",0
16067,NCNTY16067N16067,"Minidoka County, ID",0
53047,NCNTY53047N53047,"Okanogan County, WA",0
1091,NCNTY01091N01091,"Marengo County, AL",0
16061,NCNTY16061N16061,"Lewis County, ID",0
48353,NCNTY48353N48353,"Nolan County, TX",0
40065,NCNTY40065N40065,"Jackson County, OK",0
30057,NCNTY30057N30057,"Madison County, MT",0
20181,NCNTY20181N20181,"Sherman County, KS",0
20055,NCNTY20055N20055,"Finney County, KS",0
48177,NCNTY48177N48177,"Gonzales County, TX",0
31167,NCNTY31167N31167,"Stanton County, NE",0
9005,NCNTY09005N09005,"Litchfield County, CT",0
48445,NCNTY48445N48445,"Terry County, TX",0
42127,NCNTY42127N42127,"Wayne County, PA",0
33003,NCNTY33003N33003,"Carroll County, NH",0
45073,NCNTY45073N45073,"Oconee County, SC",0
28105,NCNTY28105N28105,"Oktibbeha County, MS",0
21145,NCNTY21145N21145,"McCracken County, KY",0
48073,NCNTY48073N48073,"Cherokee County, TX",0
42117,NCNTY42117N42117,"Tioga County, PA",0
40019,NCNTY40019N40019,"Carter County, OK",0
1123,NCNTY01123N01123,"Tallapoosa County, AL",0
26059,NCNTY26059N26059,"Hillsdale County, MI",0
48391,NCNTY48391N48391,"Refugio County, TX",0
8053,NCNTY08053N08053,"Hinsdale County, CO",0
35015,NCNTY35015N35015,"Eddy County, NM",0
37181,NCNTY37181N37181,"Vance County, NC",0
26073,NCNTY26073N26073,"Isabella County, MI",0
48035,NCNTY48035N48035,"Bosque County, TX",0
8089,NCNTY08089N08089,"Otero County, CO",0
36041,NCNTY36041N36041,"Hamilton County, NY",0
51135,NCNTY51135N51135,"Nottoway County, VA",0
47177,NCNTY47177N47177,"Warren County, TN",0
28095,NCNTY28095N28095,"Monroe County, MS",0
26123,NCNTY26123N26123,"Newaygo County, MI",0
21223,NCNTY21223N21223,"Trimble County, KY",0
48289,NCNTY48289N48289,"Leon County, TX",0
37095,NCNTY37095N37095,"Hyde County, NC",0
13007,NCNTY13007N13007,"Baker County, GA",0
54021,NCNTY54021N54021,"Gilmer County, WV",0
5141,NCNTY05141N05141,"Van Buren County, AR",0
20057,NCNTY20057N20057,"Ford County, KS",0
48263,NCNTY48263N48263,"Kent County, TX",0
37005,NCNTY37005N37005,"Alleghany County, NC",0
13023,NCNTY13023N13023,"Bleckley County, GA",0
1029,NCNTY01029N01029,"Cleburne County, AL",0
20025,NCNTY20025N20025,"Clark County, KS",0
1095,NCNTY01095N01095,"Marshall County, AL",0
30021,NCNTY30021N30021,"Dawson County, MT",0
37061,NCNTY37061N37061,"Duplin County, NC",0
48169,NCNTY48169N48169,"Garza County, TX",0
6105,NCNTY06105N06105,"Trinity County, CA",0
41037,NCNTY41037N41037,"Lake County, OR",0
40039,NCNTY40039N40039,"Custer County, OK",0
26039,NCNTY26039N26039,"Crawford County, MI",0
53043,NCNTY53043N53043,"Lincoln County, WA",0
36035,NCNTY36035N36035,"Fulton County, NY",0
13277,NCNTY13277N13277,"Tift County, GA",0
21125,NCNTY21125N21125,"Laurel County, KY",0
21159,NCNTY21159N21159,"Martin County, KY",0
53027,NCNTY53027N53027,"Grays Harbor County, WA",0
54083,NCNTY54083N54083,"Randolph County, WV",0
29163,NCNTY29163N29163,"Pike County, MO",0
6063,NCNTY06063N06063,"Plumas County, CA",0
48123,NCNTY48123N48123,"DeWitt County, TX",0
26033,NCNTY26033N26033,"Chippewa County, MI",0
42053,NCNTY42053N42053,"Forest County, PA",0
48225,NCNTY48225N48225,"Houston County, TX",0
26019,NCNTY26019N26019,"Benzie County, MI",0
49021,NCNTY49021N49021,"Iron County, UT",0
5059,NCNTY05059N05059,"Hot Spring County, AR",0
40057,NCNTY40057N40057,"Harmon County, OK",0
39101,NCNTY39101N39101,"Marion County, OH",0
45065,NCNTY45065N45065,"McCormick County, SC",0
1039,NCNTY01039N01039,"Covington County, AL",0
28023,NCNTY28023N28023,"Clarke County, MS",0
54023,NCNTY54023N54023,"Grant County, WV",0
29187,NCNTY29187N29187,"St. Francois County, MO",0
47099,NCNTY47099N47099,"Lawrence County, TN",0
51163,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr",0
47081,NCNTY47081N47081,"Hickman County, TN",0
13283,NCNTY13283N13283,"Treutlen County, GA",0
26023,NCNTY26023N26023,"Branch County, MI",0
19117,NCNTY19117N19117,"Lucas County, IA",0
29203,NCNTY29203N29203,"Shannon County, MO",0
55095,NCNTY55095N55095,"Polk County, WI",0
8033,NCNTY08033N08033,"Dolores County, CO",0
48427,NCNTY48427N48427,"Starr County, TX",0
48189,NCNTY48189N48189,"Hale County, TX",0
48449,NCNTY48449N48449,"Titus County, TX",0
48067,NCNTY48067N48067,"Cass County, TX",0
48407,NCNTY48407N48407,"San Jacinto County, TX",0
48463,NCNTY48463N48463,"Uvalde County, TX",0
48419,NCNTY48419N48419,"Shelby County, TX",0
48219,NCNTY48219N48219,"Hockley County, TX",0
48489,NCNTY48489N48489,"Willacy County, TX",0
48133,NCNTY48133N48133,"Eastland County, TX",0
48505,NCNTY48505N48505,"Zapata County, TX",0
48093,NCNTY48093N48093,"Comanche County, TX",0
48279,NCNTY48279N48279,"Lamb County, TX",0
48487,NCNTY48487N48487,"Wilbarger County, TX",0
48063,NCNTY48063N48063,"Camp County, TX",0
48115,NCNTY48115N48115,"Dawson County, TX",0
48351,NCNTY48351N48351,"Newton County, TX",0
48343,NCNTY48343N48343,"Morris County, TX",0
48387,NCNTY48387N48387,"Red River County, TX",0
48403,NCNTY48403N48403,"Sabine County, TX",0
48131,NCNTY48131N48131,"Duval County, TX",0
48315,NCNTY48315N48315,"Marion County, TX",0
48507,NCNTY48507N48507,"Zavala County, TX",0
48429,NCNTY48429N48429,"Stephens County, TX",0
48069,NCNTY48069N48069,"Castro County, TX",0
48047,NCNTY48047N48047,"Brooks County, TX",0
48437,NCNTY48437N48437,"Swisher County, TX",0
48017,NCNTY48017N48017,"Bailey County, TX",0
48283,NCNTY48283N48283,"La Salle County, TX",0
48377,NCNTY48377N48377,"Presidio County, TX",0
48207,NCNTY48207N48207,"Haskell County, TX",0
48119,NCNTY48119N48119,"Delta County, TX",0
48483,NCNTY48483N48483,"Wheeler County, TX",0
48247,NCNTY48247N48247,"Jim Hogg County, TX",0
48333,NCNTY48333N48333,"Mills County, TX",0
48197,NCNTY48197N48197,"Hardeman County, TX",0
48023,NCNTY48023N48023,"Baylor County, TX",0
48129,NCNTY48129N48129,"Donley County, TX",0
48191,NCNTY48191N48191,"Hall County, TX",0
48087,NCNTY48087N48087,"Collingsworth County, TX",0
48327,NCNTY48327N48327,"Menard County, TX",0
48125,NCNTY48125N48125,"Dickens County, TX",0
48045,NCNTY48045N48045,"Briscoe County, TX",0
48101,NCNTY48101N48101,"Cottle County, TX",0
48345,NCNTY48345N48345,"Motley County, TX",0
36023,NCNTY36023N36023,"Cortland County, NY",0
41069,NCNTY41069N41069,"Wheeler County, OR",0
24019,NCNTY24019N24019,"Dorchester County, MD",0
40125,NCNTY40125N40125,"Pottawatomie County, OK",0
21235,NCNTY21235N21235,"Whitley County, KY",0
21071,NCNTY21071N21071,"Floyd County, KY",0
21121,NCNTY21121N21121,"Knox County, KY",0
21193,NCNTY21193N21193,"Perry County, KY",0
21095,NCNTY21095N21095,"Harlan County, KY",0
21085,NCNTY21085N21085,"Grayson County, KY",0
21217,NCNTY21217N21217,"Taylor County, KY",0
21137,NCNTY21137N21137,"Lincoln County, KY",0
21013,NCNTY21013N21013,"Bell County, KY",0
21183,NCNTY21183N21183,"Ohio County, KY",0
21115,NCNTY21115N21115,"Johnson County, KY",0
21133,NCNTY21133N21133,"Letcher County, KY",0
21051,NCNTY21051N21051,"Clay County, KY",0
21231,NCNTY21231N21231,"Wayne County, KY",0
21099,NCNTY21099N21099,"Hart County, KY",0
21001,NCNTY21001N21001,"Adair County, KY",0
21207,NCNTY21207N21207,"Russell County, KY",0
21147,NCNTY21147N21147,"McCreary County, KY",0
21127,NCNTY21127N21127,"Lawrence County, KY",0
21203,NCNTY21203N21203,"Rockcastle County, KY",0
21045,NCNTY21045N21045,"Casey County, KY",0
21069,NCNTY21069N21069,"Fleming County, KY",0
21119,NCNTY21119N21119,"Knott County, KY",0
21065,NCNTY21065N21065,"Estill County, KY",0
21175,NCNTY21175N21175,"Morgan County, KY",0
21025,NCNTY21025N21025,"Breathitt County, KY",0
21135,NCNTY21135N21135,"Lewis County, KY",0
21109,NCNTY21109N21109,"Jackson County, KY",0
21011,NCNTY21011N21011,"Bath County, KY",0
21219,NCNTY21219N21219,"Todd County, KY",0
21153,NCNTY21153N21153,"Magoffin County, KY",0
21171,NCNTY21171N21171,"Monroe County, KY",0
21087,NCNTY21087N21087,"Green County, KY",0
21041,NCNTY21041N21041,"Carroll County, KY",0
21131,NCNTY21131N21131,"Leslie County, KY",0
21169,NCNTY21169N21169,"Metcalfe County, KY",0
21053,NCNTY21053N21053,"Clinton County, KY",0
21129,NCNTY21129N21129,"Lee County, KY",0
21063,NCNTY21063N21063,"Elliott County, KY",0
21237,NCNTY21237N21237,"Wolfe County, KY",0
21075,NCNTY21075N21075,"Fulton County, KY",0
21165,NCNTY21165N21165,"Menifee County, KY",0
21057,NCNTY21057N21057,"Cumberland County, KY",0
21189,NCNTY21189N21189,"Owsley County, KY",0
13125,NCNTY13125N13125,"Glascock County, GA",0
29023,NCNTY29023N29023,"Butler County, MO",0
29211,NCNTY29211N29211,"Sullivan County, MO",0
21233,NCNTY21233N21233,"Webster County, KY",0
5145,NCNTY05145N05145,"White County, AR",0
47107,NCNTY47107N47107,"McMinn County, TN",0
19057,NCNTY19057N19057,"Des Moines County, IA",0
23011,NCNTY23011N23011,"Kennebec County, ME",0
48111,NCNTY48111N48111,"Dallam County, TX",0
37155,NCNTY37155N37155,"Robeson County, NC",0
37045,NCNTY37045N37045,"Cleveland County, NC",0
37193,NCNTY37193N37193,"Wilkes County, NC",0
37161,NCNTY37161N37161,"Rutherford County, NC",0
37163,NCNTY37163N37163,"Sampson County, NC",0
37047,NCNTY37047N37047,"Columbus County, NC",0
37111,NCNTY37111N37111,"McDowell County, NC",0
37153,NCNTY37153N37153,"Richmond County, NC",0
37165,NCNTY37165N37165,"Scotland County, NC",0
37017,NCNTY37017N37017,"Bladen County, NC",0
37009,NCNTY37009N37009,"Ashe County, NC",0
37123,NCNTY37123N37123,"Montgomery County, NC",0
37117,NCNTY37117N37117,"Martin County, NC",0
37079,NCNTY37079N37079,"Greene County, NC",0
37185,NCNTY37185N37185,"Warren County, NC",0
37199,NCNTY37199N37199,"Yancey County, NC",0
37015,NCNTY37015N37015,"Bertie County, NC",0
37173,NCNTY37173N37173,"Swain County, NC",0
37187,NCNTY37187N37187,"Washington County, NC",0
37075,NCNTY37075N37075,"Graham County, NC",0
21155,NCNTY21155N21155,"Marion County, KY",0
48147,NCNTY48147N48147,"Fannin County, TX",0
26165,NCNTY26165N26165,"Wexford County, MI",0
55111,NCNTY55111N55111,"Sauk County, WI",0
27065,NCNTY27065N27065,"Kanabec County, MN",0
2198,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",0
29083,NCNTY29083N29083,"Henry County, MO",0
1045,NCNTY01045N01045,"Dale County, AL",0
20109,NCNTY20109N20109,"Logan County, KS",0
48285,NCNTY48285N48285,"Lavaca County, TX",0
5071,NCNTY05071N05071,"Johnson County, AR",0
8023,NCNTY08023N08023,"Costilla County, CO",0
20059,NCNTY20059N20059,"Franklin County, KS",0
1127,NCNTY01127N01127,"Walker County, AL",0
5113,NCNTY05113N05113,"Polk County, AR",0
40137,NCNTY40137N40137,"Stephens County, OK",0
48369,NCNTY48369N48369,"Parmer County, TX",0
8099,NCNTY08099N08099,"Prowers County, CO",0
18143,NCNTY18143N18143,"Scott County, IN",0
48331,NCNTY48331N48331,"Milam County, TX",0
48457,NCNTY48457N48457,"Tyler County, TX",0
21139,NCNTY21139N21139,"Livingston County, KY",0
28129,NCNTY28129N28129,"Smith County, MS",0
47035,NCNTY47035N47035,"Cumberland County, TN",0
53069,NCNTY53069N53069,"Wahkiakum County, WA",0
36019,NCNTY36019N36019,"Clinton County, NY",0
5037,NCNTY05037N05037,"Cross County, AR",0
53025,NCNTY53025N53025,"Grant County, WA",0
36031,NCNTY36031N36031,"Essex County, NY",0
48079,NCNTY48079N48079,"Cochran County, TX",0
48447,NCNTY48447N48447,"Throckmorton County, TX",0
29143,NCNTY29143N29143,"New Madrid County, MO",0
28015,NCNTY28015N28015,"Carroll County, MS",0
13111,NCNTY13111N13111,"Fannin County, GA",0
48151,NCNTY48151N48151,"Fisher County, TX",0
40085,NCNTY40085N40085,"Love County, OK",0
29085,NCNTY29085N29085,"Hickory County, MO",0
5055,NCNTY05055N05055,"Greene County, AR",0
1041,NCNTY01041N01041,"Crenshaw County, AL",0
54093,NCNTY54093N54093,"Tucker County, WV",0
40123,NCNTY40123N40123,"Pontotoc County, OK",0
17099,NCNTY17099N17099,"La Salle County, IL",0
48503,NCNTY48503N48503,"Young County, TX",0
29007,NCNTY29007N29007,"Audrain County, MO",0
55127,NCNTY55127N55127,"Walworth County, WI",0
48161,NCNTY48161N48161,"Freestone County, TX",0
22053,NCNTY22053N22053,"Jefferson Davis Parish, LA",0
18071,NCNTY18071N18071,"Jackson County, IN",0
37121,NCNTY37121N37121,"Mitchell County, NC",0
47143,NCNTY47143N47143,"Rhea County, TN",0
42015,NCNTY42015N42015,"Bradford County, PA",0
48495,NCNTY48495N48495,"Winkler County, TX",0
36049,NCNTY36049N36049,"Lewis County, NY",0
22003,NCNTY22003N22003,"Allen Parish, LA",0
27007,NCNTY27007N27007,"Beltrami County, MN",0
21225,NCNTY21225N21225,"Union County, KY",0
21181,NCNTY21181N21181,"Nicholas County, KY",0
48275,NCNTY48275N48275,"Knox County, TX",0
21007,NCNTY21007N21007,"Ballard County, KY",0
55027,NCNTY55027N55027,"Dodge County, WI",0
23003,NCNTY23003N23003,"Aroostook County, ME",0
16021,NCNTY16021N16021,"Boundary County, ID",0
28087,NCNTY28087N28087,"Lowndes County, MS",0
47045,NCNTY47045N47045,"Dyer County, TN",0
8109,NCNTY08109N08109,"Saguache County, CO",0
51005,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",0
5139,NCNTY05139N05139,"Union County, AR",0
29035,NCNTY29035N29035,"Carter County, MO",0
2122,NCNTY02122N02122,"Kenai Peninsula Borough, AK",0
29091,NCNTY29091N29091,"Howell County, MO",0
29109,NCNTY29109N29109,"Lawrence County, MO",0
29009,NCNTY29009N29009,"Barry County, MO",0
29207,NCNTY29207N29207,"Stoddard County, MO",0
29069,NCNTY29069N29069,"Dunklin County, MO",0
29215,NCNTY29215N29215,"Texas County, MO",0
29221,NCNTY29221N29221,"Washington County, MO",0
29119,NCNTY29119N29119,"McDonald County, MO",0
29055,NCNTY29055N29055,"Crawford County, MO",0
29141,NCNTY29141N29141,"Morgan County, MO",0
29015,NCNTY29015N29015,"Benton County, MO",0
29229,NCNTY29229N29229,"Wright County, MO",0
29155,NCNTY29155N29155,"Pemiscot County, MO",0
29121,NCNTY29121N29121,"Macon County, MO",0
29065,NCNTY29065N29065,"Dent County, MO",0
29039,NCNTY29039N29039,"Cedar County, MO",0
29133,NCNTY29133N29133,"Mississippi County, MO",0
29115,NCNTY29115N29115,"Linn County, MO",0
29011,NCNTY29011N29011,"Barton County, MO",0
29067,NCNTY29067N29067,"Douglas County, MO",0
29223,NCNTY29223N29223,"Wayne County, MO",0
29181,NCNTY29181N29181,"Ripley County, MO",0
29093,NCNTY29093N29093,"Iron County, MO",0
29185,NCNTY29185N29185,"St. Clair County, MO",0
29149,NCNTY29149N29149,"Oregon County, MO",0
29081,NCNTY29081N29081,"Harrison County, MO",0
29057,NCNTY29057N29057,"Dade County, MO",0
29179,NCNTY29179N29179,"Reynolds County, MO",0
29171,NCNTY29171N29171,"Putnam County, MO",0
29197,NCNTY29197N29197,"Schuyler County, MO",0
21177,NCNTY21177N21177,"Muhlenberg County, KY",0
21187,NCNTY21187N21187,"Owen County, KY",0
13137,NCNTY13137N13137,"Habersham County, GA",0
30079,NCNTY30079N30079,"Prairie County, MT",0
30109,NCNTY30109N30109,"Wibaux County, MT",0
30103,NCNTY30103N30103,"Treasure County, MT",0
30069,NCNTY30069N30069,"Petroleum County, MT",0
46047,NCNTY46047N46047,"Fall River County, SD",0
16011,NCNTY16011N16011,"Bingham County, ID",0
5117,NCNTY05117N05117,"Prairie County, AR",0
51133,NCNTY51133N51133,"Northumberland County, VA",0
40099,NCNTY40099N40099,"Murray County, OK",0
30065,NCNTY30065N30065,"Musselshell County, MT",0
36099,NCNTY36099N36099,"Seneca County, NY",0
26031,NCNTY26031N26031,"Cheboygan County, MI",0
42115,NCNTY42115N42115,"Susquehanna County, PA",0
21141,NCNTY21141N21141,"Logan County, KY",0
30031,NCNTY30031N30031,"Gallatin County, MT",0
29103,NCNTY29103N29103,"Knox County, MO",0
29139,NCNTY29139N29139,"Montgomery County, MO",0
29195,NCNTY29195N29195,"Saline County, MO",0
39157,NCNTY39157N39157,"Tuscarawas County, OH",0
21161,NCNTY21161N21161,"Mason County, KY",0
46063,NCNTY46063N46063,"Harding County, SD",0
26105,NCNTY26105N26105,"Mason County, MI",0
20155,NCNTY20155N20155,"Reno County, KS",0
51171,NCNTY51171N51171,"Shenandoah County, VA",0
37013,NCNTY37013N37013,"Beaufort County, NC",0
37033,NCNTY37033N37033,"Caswell County, NC",0
