fips,cbsa_sub,area_name,nmdda_2023
31119,NCNTY31119N31119,"Madison County, NE",0
18033,NCNTY18033N18033,"DeKalb County, IN",0
17075,NCNTY17075N17075,"Iroquois County, IL",0
20143,NCNTY20143N20143,"Ottawa County, KS",0
39135,NCNTY39135N39135,"Preble County, OH",0
19041,NCNTY19041N19041,"Clay County, IA",0
27005,NCNTY27005N27005,"Becker County, MN",0
19171,NCNTY19171N19171,"Tama County, IA",0
20127,NCNTY20127N20127,"Morris County, KS",0
42047,NCNTY42047N42047,"Elk County, PA",0
31023,NCNTY31023N31023,"Butler County, NE",0
17095,NCNTY17095N17095,"Knox County, IL",0
17177,NCNTY17177N17177,"Stephenson County, IL",0
17055,NCNTY17055N17055,"Franklin County, IL",0
17121,NCNTY17121N17121,"Marion County, IL",0
17135,NCNTY17135N17135,"Montgomery County, IL",0
17165,NCNTY17165N17165,"Saline County, IL",0
17051,NCNTY17051N17051,"Fayette County, IL",0
17173,NCNTY17173N17173,"Shelby County, IL",0
17145,NCNTY17145N17145,"Perry County, IL",0
17033,NCNTY17033N17033,"Crawford County, IL",0
17067,NCNTY17067N17067,"Hancock County, IL",0
17181,NCNTY17181N17181,"Union County, IL",0
17045,NCNTY17045N17045,"Edgar County, IL",0
17187,NCNTY17187N17187,"Warren County, IL",0
17191,NCNTY17191N17191,"Wayne County, IL",0
17159,NCNTY17159N17159,"Richland County, IL",0
17101,NCNTY17101N17101,"Lawrence County, IL",0
17149,NCNTY17149N17149,"Pike County, IL",0
17193,NCNTY17193N17193,"White County, IL",0
17025,NCNTY17025N17025,"Clay County, IL",0
17125,NCNTY17125N17125,"Mason County, IL",0
17017,NCNTY17017N17017,"Cass County, IL",0
17061,NCNTY17061N17061,"Greene County, IL",0
17065,NCNTY17065N17065,"Hamilton County, IL",0
17169,NCNTY17169N17169,"Schuyler County, IL",0
17071,NCNTY17071N17071,"Henderson County, IL",0
17153,NCNTY17153N17153,"Pulaski County, IL",0
17059,NCNTY17059N17059,"Gallatin County, IL",0
17151,NCNTY17151N17151,"Pope County, IL",0
17069,NCNTY17069N17069,"Hardin County, IL",0
1031,NCNTY01031N01031,"Coffee County, AL",0
46055,NCNTY46055N46055,"Haakon County, SD",0
46075,NCNTY46075N46075,"Jones County, SD",0
55125,NCNTY55125N55125,"Vilas County, WI",0
13157,NCNTY13157N13157,"Jackson County, GA",0
30041,NCNTY30041N30041,"Hill County, MT",0
17015,NCNTY17015N17015,"Carroll County, IL",0
17079,NCNTY17079N17079,"Jasper County, IL",0
38025,NCNTY38025N38025,"Dunn County, ND",0
39039,NCNTY39039N39039,"Defiance County, OH",0
46005,NCNTY46005N46005,"Beadle County, SD",0
46102,NCNTY46102N46102,Oglala Lakota County,0
46109,NCNTY46109N46109,"Roberts County, SD",0
46023,NCNTY46023N46023,"Charles Mix County, SD",0
46121,NCNTY46121N46121,"Todd County, SD",0
46115,NCNTY46115N46115,"Spink County, SD",0
46123,NCNTY46123N46123,"Tripp County, SD",0
46037,NCNTY46037N46037,"Day County, SD",0
46129,NCNTY46129N46129,"Walworth County, SD",0
46015,NCNTY46015N46015,"Brule County, SD",0
46041,NCNTY46041N46041,"Dewey County, SD",0
46053,NCNTY46053N46053,"Gregory County, SD",0
46031,NCNTY46031N46031,"Corson County, SD",0
46025,NCNTY46025N46025,"Clark County, SD",0
46085,NCNTY46085N46085,"Lyman County, SD",0
46007,NCNTY46007N46007,"Bennett County, SD",0
46071,NCNTY46071N46071,"Jackson County, SD",0
46107,NCNTY46107N46107,"Potter County, SD",0
46137,NCNTY46137N46137,"Ziebach County, SD",0
46089,NCNTY46089N46089,"McPherson County, SD",0
46097,NCNTY46097N46097,"Miner County, SD",0
46017,NCNTY46017N46017,"Buffalo County, SD",0
46095,NCNTY46095N46095,"Mellette County, SD",0
46073,NCNTY46073N46073,"Jerauld County, SD",0
51099,NCNTY51099N51099,"King George County, VA",0
32015,NCNTY32015N32015,"Lander County, NV",0
55077,NCNTY55077N55077,"Marquette County, WI",0
30043,NCNTY30043N30043,"Jefferson County, MT",0
55121,NCNTY55121N55121,"Trempealeau County, WI",0
36037,NCNTY36037N36037,"Genesee County, NY",0
19157,NCNTY19157N19157,"Poweshiek County, IA",0
20153,NCNTY20153N20153,"Rawlins County, KS",0
29079,NCNTY29079N29079,"Grundy County, MO",0
17047,NCNTY17047N17047,"Edwards County, IL",0
31145,NCNTY31145N31145,"Red Willow County, NE",0
31037,NCNTY31037N31037,"Colfax County, NE",0
31041,NCNTY31041N31041,"Custer County, NE",0
31107,NCNTY31107N31107,"Knox County, NE",0
31101,NCNTY31101N31101,"Keith County, NE",0
31045,NCNTY31045N31045,"Dawes County, NE",0
31147,NCNTY31147N31147,"Richardson County, NE",0
31095,NCNTY31095N31095,"Jefferson County, NE",0
31173,NCNTY31173N31173,"Thurston County, NE",0
31021,NCNTY31021N31021,"Burt County, NE",0
31003,NCNTY31003N31003,"Antelope County, NE",0
31097,NCNTY31097N31097,"Johnson County, NE",0
31161,NCNTY31161N31161,"Sheridan County, NE",0
31169,NCNTY31169N31169,"Thayer County, NE",0
31065,NCNTY31065N31065,"Furnas County, NE",0
31129,NCNTY31129N31129,"Nuckolls County, NE",0
31029,NCNTY31029N31029,"Chase County, NE",0
31105,NCNTY31105N31105,"Kimball County, NE",0
31181,NCNTY31181N31181,"Webster County, NE",0
31125,NCNTY31125N31125,"Nance County, NE",0
31083,NCNTY31083N31083,"Harlan County, NE",0
31017,NCNTY31017N31017,"Brown County, NE",0
31061,NCNTY31061N31061,"Franklin County, NE",0
31087,NCNTY31087N31087,"Hitchcock County, NE",0
31133,NCNTY31133N31133,"Pawnee County, NE",0
31063,NCNTY31063N31063,"Frontier County, NE",0
31077,NCNTY31077N31077,"Greeley County, NE",0
31069,NCNTY31069N31069,"Garden County, NE",0
31049,NCNTY31049N31049,"Deuel County, NE",0
31071,NCNTY31071N31071,"Garfield County, NE",0
31057,NCNTY31057N31057,"Dundy County, NE",0
31149,NCNTY31149N31149,"Rock County, NE",0
31165,NCNTY31165N31165,"Sioux County, NE",0
31085,NCNTY31085N31085,"Hayes County, NE",0
31183,NCNTY31183N31183,"Wheeler County, NE",0
31103,NCNTY31103N31103,"Keya Paha County, NE",0
31091,NCNTY31091N31091,"Hooker County, NE",0
31007,NCNTY31007N31007,"Banner County, NE",0
31075,NCNTY31075N31075,"Grant County, NE",0
31005,NCNTY31005N31005,"Arthur County, NE",0
31009,NCNTY31009N31009,"Blaine County, NE",0
21027,NCNTY21027N21027,"Breckinridge County, KY",0
55047,NCNTY55047N55047,"Green Lake County, WI",0
19135,NCNTY19135N19135,"Monroe County, IA",0
49039,NCNTY49039N49039,"Sanpete County, UT",0
56013,NCNTY56013N56013,"Fremont County, WY",0
17157,NCNTY17157N17157,"Randolph County, IL",0
22011,NCNTY22011N22011,"Beauregard Parish, LA",0
36121,NCNTY36121N36121,"Wyoming County, NY",0
20033,NCNTY20033N20033,"Comanche County, KS",0
29157,NCNTY29157N29157,"Perry County, MO",0
31015,NCNTY31015N31015,"Boyd County, NE",0
30037,NCNTY30037N30037,"Golden Valley County, MT",0
27057,NCNTY27057N27057,"Hubbard County, MN",0
19021,NCNTY19021N19021,"Buena Vista County, IA",0
48103,NCNTY48103N48103,"Crane County, TX",0
20119,NCNTY20119N20119,"Meade County, KS",0
32009,NCNTY32009N32009,"Esmeralda County, NV",0
27133,NCNTY27133N27133,"Rock County, MN",0
39021,NCNTY39021N39021,"Champaign County, OH",0
46029,NCNTY46029N46029,"Codington County, SD",0
29005,NCNTY29005N29005,"Atchison County, MO",0
49033,NCNTY49033N49033,"Rich County, UT",0
20113,NCNTY20113N20113,"McPherson County, KS",0
30025,NCNTY30025N30025,"Fallon County, MT",0
27135,NCNTY27135N27135,"Roseau County, MN",0
30053,NCNTY30053N30053,"Lincoln County, MT",0
30035,NCNTY30035N30035,"Glacier County, MT",0
30089,NCNTY30089N30089,"Sanders County, MT",0
30023,NCNTY30023N30023,"Deer Lodge County, MT",0
30105,NCNTY30105N30105,"Valley County, MT",0
30005,NCNTY30005N30005,"Blaine County, MT",0
30077,NCNTY30077N30077,"Powell County, MT",0
30099,NCNTY30099N30099,"Teton County, MT",0
30073,NCNTY30073N30073,"Pondera County, MT",0
30101,NCNTY30101N30101,"Toole County, MT",0
30061,NCNTY30061N30061,"Mineral County, MT",0
30071,NCNTY30071N30071,"Phillips County, MT",0
30039,NCNTY30039N30039,"Granite County, MT",0
30107,NCNTY30107N30107,"Wheatland County, MT",0
30045,NCNTY30045N30045,"Judith Basin County, MT",0
30051,NCNTY30051N30051,"Liberty County, MT",0
30059,NCNTY30059N30059,"Meagher County, MT",0
30055,NCNTY30055N30055,"McCone County, MT",0
30075,NCNTY30075N30075,"Powder River County, MT",0
30011,NCNTY30011N30011,"Carter County, MT",0
30033,NCNTY30033N30033,"Garfield County, MT",0
27047,NCNTY27047N27047,"Freeborn County, MN",0
17039,NCNTY17039N17039,"De Witt County, IL",0
27169,NCNTY27169N27169,"Winona County, MN",0
17053,NCNTY17053N17053,"Ford County, IL",0
31115,NCNTY31115N31115,"Loup County, NE",0
27021,NCNTY27021N27021,"Cass County, MN",0
27001,NCNTY27001N27001,"Aitkin County, MN",0
19111,NCNTY19111N19111,"Lee County, IA",0
30083,NCNTY30083N30083,"Richland County, MT",0
20101,NCNTY20101N20101,"Lane County, KS",0
56019,NCNTY56019N56019,"Johnson County, WY",0
21097,NCNTY21097N21097,"Harrison County, KY",0
56005,NCNTY56005N56005,"Campbell County, WY",0
40003,NCNTY40003N40003,"Alfalfa County, OK",0
27147,NCNTY27147N27147,"Steele County, MN",0
31001,NCNTY31001N31001,"Adams County, NE",0
21229,NCNTY21229N21229,"Washington County, KY",0
18137,NCNTY18137N18137,"Ripley County, IN",0
46081,NCNTY46081N46081,"Lawrence County, SD",0
19123,NCNTY19123N19123,"Mahaska County, IA",0
19043,NCNTY19043N19043,"Clayton County, IA",0
46009,NCNTY46009N46009,"Bon Homme County, SD",0
31127,NCNTY31127N31127,"Nemaha County, NE",0
17171,NCNTY17171N17171,"Scott County, IL",0
2158,NCNTY02158N02158,Kusilvak Census Area,0
31067,NCNTY31067N31067,"Gage County, NE",0
31011,NCNTY31011N31011,"Boone County, NE",0
31163,NCNTY31163N31163,"Sherman County, NE",0
46105,NCNTY46105N46105,"Perkins County, SD",0
31171,NCNTY31171N31171,"Thomas County, NE",0
55043,NCNTY55043N55043,"Grant County, WI",0
55075,NCNTY55075N55075,"Marinette County, WI",0
55115,NCNTY55115N55115,"Shawano County, WI",0
55019,NCNTY55019N55019,"Clark County, WI",0
55123,NCNTY55123N55123,"Vernon County, WI",0
55137,NCNTY55137N55137,"Waushara County, WI",0
55053,NCNTY55053N55053,"Jackson County, WI",0
55119,NCNTY55119N55119,"Taylor County, WI",0
55067,NCNTY55067N55067,"Langlade County, WI",0
55103,NCNTY55103N55103,"Richland County, WI",0
55065,NCNTY55065N55065,"Lafayette County, WI",0
55023,NCNTY55023N55023,"Crawford County, WI",0
55003,NCNTY55003N55003,"Ashland County, WI",0
55107,NCNTY55107N55107,"Rusk County, WI",0
55099,NCNTY55099N55099,"Price County, WI",0
55041,NCNTY55041N55041,"Forest County, WI",0
55051,NCNTY55051N55051,"Iron County, WI",0
55037,NCNTY55037N55037,"Florence County, WI",0
55078,NCNTY55078N55078,"Menominee County, WI",0
31019,NCNTY31019N31019,"Buffalo County, NE",0
27121,NCNTY27121N27121,"Pope County, MN",0
46117,NCNTY46117N46117,"Stanley County, SD",0
24023,NCNTY24023N24023,"Garrett County, MD",0
46135,NCNTY46135N46135,"Yankton County, SD",0
31185,NCNTY31185N31185,"York County, NE",0
46111,NCNTY46111N46111,"Sanborn County, SD",0
55071,NCNTY55071N55071,"Manitowoc County, WI",0
30001,NCNTY30001N30001,"Beaverhead County, MT",0
30049,NCNTY30049N30049,"Lewis and Clark County, MT",0
55097,NCNTY55097N55097,"Portage County, WI",0
17109,NCNTY17109N17109,"McDonough County, IL",0
27111,NCNTY27111N27111,"Otter Tail County, MN",0
46003,NCNTY46003N46003,"Aurora County, SD",0
19187,NCNTY19187N19187,"Webster County, IA",0
19065,NCNTY19065N19065,"Fayette County, IA",0
19083,NCNTY19083N19083,"Hardin County, IA",0
19067,NCNTY19067N19067,"Floyd County, IA",0
19145,NCNTY19145N19145,"Page County, IA",0
19109,NCNTY19109N19109,"Kossuth County, IA",0
19023,NCNTY19023N19023,"Butler County, IA",0
19005,NCNTY19005N19005,"Allamakee County, IA",0
19029,NCNTY19029N19029,"Cass County, IA",0
19197,NCNTY19197N19197,"Wright County, IA",0
19007,NCNTY19007N19007,"Appanoose County, IA",0
19189,NCNTY19189N19189,"Winnebago County, IA",0
19131,NCNTY19131N19131,"Mitchell County, IA",0
19137,NCNTY19137N19137,"Montgomery County, IA",0
19107,NCNTY19107N19107,"Keokuk County, IA",0
19069,NCNTY19069N19069,"Franklin County, IA",0
19025,NCNTY19025N19025,"Calhoun County, IA",0
19161,NCNTY19161N19161,"Sac County, IA",0
19089,NCNTY19089N19089,"Howard County, IA",0
19063,NCNTY19063N19063,"Emmet County, IA",0
19073,NCNTY19073N19073,"Greene County, IA",0
19133,NCNTY19133N19133,"Monona County, IA",0
19053,NCNTY19053N19053,"Decatur County, IA",0
19177,NCNTY19177N19177,"Van Buren County, IA",0
19071,NCNTY19071N19071,"Fremont County, IA",0
19185,NCNTY19185N19185,"Wayne County, IA",0
19143,NCNTY19143N19143,"Osceola County, IA",0
19173,NCNTY19173N19173,"Taylor County, IA",0
19009,NCNTY19009N19009,"Audubon County, IA",0
19159,NCNTY19159N19159,"Ringgold County, IA",0
17035,NCNTY17035N17035,"Cumberland County, IL",0
31179,NCNTY31179N31179,"Wayne County, NE",0
39063,NCNTY39063N39063,"Hancock County, OH",0
31013,NCNTY31013N31013,"Box Butte County, NE",0
20053,NCNTY20053N20053,"Ellsworth County, KS",0
31035,NCNTY31035N31035,"Clay County, NE",0
31113,NCNTY31113N31113,"Logan County, NE",0
31117,NCNTY31117N31117,"McPherson County, NE",0
19147,NCNTY19147N19147,"Palo Alto County, IA",0
46119,NCNTY46119N46119,"Sully County, SD",0
27093,NCNTY27093N27093,"Meeker County, MN",0
46021,NCNTY46021N46021,"Campbell County, SD",0
18051,NCNTY18051N18051,"Gibson County, IN",0
46051,NCNTY46051N46051,"Grant County, SD",0
46057,NCNTY46057N46057,"Hamlin County, SD",0
46077,NCNTY46077N46077,"Kingsbury County, SD",0
46039,NCNTY46039N46039,"Deuel County, SD",0
46059,NCNTY46059N46059,"Hand County, SD",0
46069,NCNTY46069N46069,"Hyde County, SD",0
31033,NCNTY31033N31033,"Cheyenne County, NE",0
19047,NCNTY19047N19047,"Crawford County, IA",0
19091,NCNTY19091N19091,"Humboldt County, IA",0
48173,NCNTY48173N48173,"Glasscock County, TX",0
31039,NCNTY31039N31039,"Cuming County, NE",0
55091,NCNTY55091N55091,"Pepin County, WI",0
31141,NCNTY31141N31141,"Platte County, NE",0
39075,NCNTY39075N39075,"Holmes County, OH",0
56015,NCNTY56015N56015,"Goshen County, WY",0
2290,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",0
55135,NCNTY55135N55135,"Waupaca County, WI",0
31089,NCNTY31089N31089,"Holt County, NE",0
20193,NCNTY20193N20193,"Thomas County, KS",0
18087,NCNTY18087N18087,"LaGrange County, IN",0
31175,NCNTY31175N31175,"Valley County, NE",0
19115,NCNTY19115N19115,"Louisa County, IA",0
27091,NCNTY27091N27091,"Martin County, MN",0
30087,NCNTY30087N30087,"Rosebud County, MT",0
30019,NCNTY30019N30019,"Daniels County, MT",0
17009,NCNTY17009N17009,"Brown County, IL",0
18179,NCNTY18179N18179,"Wells County, IN",0
51181,NCNTY51181N51181,"Surry County, VA",0
17139,NCNTY17139N17139,"Moultrie County, IL",0
27085,NCNTY27085N27085,"McLeod County, MN",0
29073,NCNTY29073N29073,"Gasconade County, MO",0
39069,NCNTY39069N39069,"Henry County, OH",0
19175,NCNTY19175N19175,"Union County, IA",0
19019,NCNTY19019N19019,"Buchanan County, IA",0
27143,NCNTY27143N27143,"Sibley County, MN",0
56017,NCNTY56017N56017,"Hot Springs County, WY",0
19081,NCNTY19081N19081,"Hancock County, IA",0
56001,NCNTY56001N56001,"Albany County, WY",0
8009,NCNTY08009N08009,"Baca County, CO",0
8115,NCNTY08115N08115,"Sedgwick County, CO",0
19001,NCNTY19001N19001,"Adair County, IA",0
19141,NCNTY19141N19141,"O'Brien County, IA",0
27097,NCNTY27097N27097,"Morrison County, MN",0
21167,NCNTY21167N21167,"Mercer County, KY",0
20069,NCNTY20069N20069,"Gray County, KS",0
17189,NCNTY17189N17189,"Washington County, IL",0
39107,NCNTY39107N39107,"Mercer County, OH",0
19097,NCNTY19097N19097,"Jackson County, IA",0
19151,NCNTY19151N19151,"Pocahontas County, IA",0
19195,NCNTY19195N19195,"Worth County, IA",0
27041,NCNTY27041N27041,"Douglas County, MN",0
49041,NCNTY49041N49041,"Sevier County, UT",0
49007,NCNTY49007N49007,"Carbon County, UT",0
49037,NCNTY49037N49037,"San Juan County, UT",0
49027,NCNTY49027N49027,"Millard County, UT",0
49015,NCNTY49015N49015,"Emery County, UT",0
49001,NCNTY49001N49001,"Beaver County, UT",0
49017,NCNTY49017N49017,"Garfield County, UT",0
49055,NCNTY49055N49055,"Wayne County, UT",0
49031,NCNTY49031N49031,"Piute County, UT",0
33007,NCNTY33007N33007,"Coos County, NH",0
31139,NCNTY31139N31139,"Pierce County, NE",0
20179,NCNTY20179N20179,"Sheridan County, KS",0
19095,NCNTY19095N19095,"Iowa County, IA",0
50009,NCNTY50009N50009,"Essex County, VT",0
31111,NCNTY31111N31111,"Lincoln County, NE",0
48335,NCNTY48335N48335,"Mitchell County, TX",0
19035,NCNTY19035N19035,"Cherokee County, IA",0
46091,NCNTY46091N46091,"Marshall County, SD",0
38041,NCNTY38041N38041,"Hettinger County, ND",0
20067,NCNTY20067N20067,"Grant County, KS",0
27153,NCNTY27153N27153,"Todd County, MN",0
27127,NCNTY27127N27127,"Redwood County, MN",0
27159,NCNTY27159N27159,"Wadena County, MN",0
27043,NCNTY27043N27043,"Faribault County, MN",0
27023,NCNTY27023N27023,"Chippewa County, MN",0
27071,NCNTY27071N27071,"Koochiching County, MN",0
27033,NCNTY27033N27033,"Cottonwood County, MN",0
27165,NCNTY27165N27165,"Watonwan County, MN",0
27151,NCNTY27151N27151,"Swift County, MN",0
27173,NCNTY27173N27173,"Yellow Medicine County, MN",0
27117,NCNTY27117N27117,"Pipestone County, MN",0
27029,NCNTY27029N27029,"Clearwater County, MN",0
27073,NCNTY27073N27073,"Lac qui Parle County, MN",0
27167,NCNTY27167N27167,"Wilkin County, MN",0
27107,NCNTY27107N27107,"Norman County, MN",0
27051,NCNTY27051N27051,"Grant County, MN",0
27081,NCNTY27081N27081,"Lincoln County, MN",0
27031,NCNTY27031N27031,"Cook County, MN",0
27087,NCNTY27087N27087,"Mahnomen County, MN",0
27011,NCNTY27011N27011,"Big Stone County, MN",0
27155,NCNTY27155N27155,"Traverse County, MN",0
27069,NCNTY27069N27069,"Kittson County, MN",0
48393,NCNTY48393N48393,"Roberts County, TX",0
27083,NCNTY27083N27083,"Lyon County, MN",0
27161,NCNTY27161N27161,"Waseca County, MN",0
27129,NCNTY27129N27129,"Renville County, MN",0
27063,NCNTY27063N27063,"Jackson County, MN",0
31027,NCNTY31027N31027,"Cedar County, NE",0
17049,NCNTY17049N17049,"Effingham County, IL",0
17107,NCNTY17107N17107,"Logan County, IL",0
2060,NCNTY02060N02060,"Bristol Bay Borough, AK",0
21179,NCNTY21179N21179,"Nelson County, KY",0
20195,NCNTY20195N20195,"Trego County, KS",0
31131,NCNTY31131N31131,"Otoe County, NE",0
56009,NCNTY56009N56009,"Converse County, WY",0
46101,NCNTY46101N46101,"Moody County, SD",0
2164,NCNTY02164N02164,"Lake and Peninsula Borough, AK",0
47127,NCNTY47127N47127,"Moore County, TN",0
20095,NCNTY20095N20095,"Kingman County, KS",0
56023,NCNTY56023N56023,"Lincoln County, WY",0
56011,NCNTY56011N56011,"Crook County, WY",0
20083,NCNTY20083N20083,"Hodgeman County, KS",0
27089,NCNTY27089N27089,"Marshall County, MN",0
46061,NCNTY46061N46061,"Hanson County, SD",0
18147,NCNTY18147N18147,"Spencer County, IN",0
20171,NCNTY20171N20171,"Scott County, KS",0
18037,NCNTY18037N18037,"Dubois County, IN",0
31059,NCNTY31059N31059,"Fillmore County, NE",0
31137,NCNTY31137N31137,"Phelps County, NE",0
27125,NCNTY27125N27125,"Red Lake County, MN",0
8017,NCNTY08017N08017,"Cheyenne County, CO",0
27101,NCNTY27101N27101,"Murray County, MN",0
19119,NCNTY19119N19119,"Lyon County, IA",0
19093,NCNTY19093N19093,"Ida County, IA",0
20051,NCNTY20051N20051,"Ellis County, KS",0
17085,NCNTY17085N17085,"Jo Daviess County, IL",0
40151,NCNTY40151N40151,"Woods County, OK",0
27049,NCNTY27049N27049,"Goodhue County, MN",0
17155,NCNTY17155N17155,"Putnam County, IL",0
31143,NCNTY31143N31143,"Polk County, NE",0
19031,NCNTY19031N19031,"Cedar County, IA",0
31081,NCNTY31081N31081,"Hamilton County, NE",0
46027,NCNTY46027N46027,"Clay County, SD",0
19165,NCNTY19165N19165,"Shelby County, IA",0
20031,NCNTY20031N20031,"Coffey County, KS",0
19055,NCNTY19055N19055,"Delaware County, IA",0
17103,NCNTY17103N17103,"Lee County, IL",0
31099,NCNTY31099N31099,"Kearney County, NE",0
31135,NCNTY31135N31135,"Perkins County, NE",0
19051,NCNTY19051N19051,"Davis County, IA",0
38089,NCNTY38089N38089,"Stark County, ND",0
27015,NCNTY27015N27015,"Brown County, MN",0
56041,NCNTY56041N56041,"Uinta County, WY",0
56003,NCNTY56003N56003,"Big Horn County, WY",0
56031,NCNTY56031N56031,"Platte County, WY",0
56043,NCNTY56043N56043,"Washakie County, WY",0
56027,NCNTY56027N56027,"Niobrara County, WY",0
38105,NCNTY38105N38105,"Williams County, ND",0
46013,NCNTY46013N46013,"Brown County, SD",0
39149,NCNTY39149N39149,"Shelby County, OH",0
19037,NCNTY19037N19037,"Chickasaw County, IA",0
20131,NCNTY20131N20131,"Nemaha County, KS",0
38083,NCNTY38083N38083,"Sheridan County, ND",0
38087,NCNTY38087N38087,"Slope County, ND",0
20199,NCNTY20199N20199,"Wallace County, KS",0
31073,NCNTY31073N31073,"Gosper County, NE",0
46079,NCNTY46079N46079,"Lake County, SD",0
46045,NCNTY46045N46045,"Edmunds County, SD",0
39011,NCNTY39011N39011,"Auglaize County, OH",0
56035,NCNTY56035N56035,"Sublette County, WY",0
39137,NCNTY39137N39137,"Putnam County, OH",0
19027,NCNTY19027N19027,"Carroll County, IA",0
46011,NCNTY46011N46011,"Brookings County, SD",0
19167,NCNTY19167N19167,"Sioux County, IA",0
46049,NCNTY46049N46049,"Faulk County, SD",0
19149,NCNTY19149N19149,"Plymouth County, IA",0
56037,NCNTY56037N56037,"Sweetwater County, WY",0
38009,NCNTY38009N38009,"Bottineau County, ND",0
19191,NCNTY19191N19191,"Winneshiek County, IA",0
38061,NCNTY38061N38061,"Mountrail County, ND",0
38093,NCNTY38093N38093,"Stutsman County, ND",0
38077,NCNTY38077N38077,"Richland County, ND",0
38079,NCNTY38079N38079,"Rolette County, ND",0
38099,NCNTY38099N38099,"Walsh County, ND",0
38055,NCNTY38055N38055,"McLean County, ND",0
38067,NCNTY38067N38067,"Pembina County, ND",0
38005,NCNTY38005N38005,"Benson County, ND",0
38073,NCNTY38073N38073,"Ransom County, ND",0
38021,NCNTY38021N38021,"Dickey County, ND",0
38045,NCNTY38045N38045,"LaMoure County, ND",0
38069,NCNTY38069N38069,"Pierce County, ND",0
38103,NCNTY38103N38103,"Wells County, ND",0
38085,NCNTY38085N38085,"Sioux County, ND",0
38081,NCNTY38081N38081,"Sargent County, ND",0
38019,NCNTY38019N38019,"Cavalier County, ND",0
38029,NCNTY38029N38029,"Emmons County, ND",0
38063,NCNTY38063N38063,"Nelson County, ND",0
38051,NCNTY38051N38051,"McIntosh County, ND",0
38043,NCNTY38043N38043,"Kidder County, ND",0
38027,NCNTY38027N38027,"Eddy County, ND",0
38039,NCNTY38039N38039,"Griggs County, ND",0
38037,NCNTY38037N38037,"Grant County, ND",0
38095,NCNTY38095N38095,"Towner County, ND",0
38047,NCNTY38047N38047,"Logan County, ND",0
38033,NCNTY38033N38033,"Golden Valley County, ND",0
27149,NCNTY27149N27149,"Stevens County, MN",0
38071,NCNTY38071N38071,"Ramsey County, ND",0
46065,NCNTY46065N46065,"Hughes County, SD",0
38057,NCNTY38057N38057,"Mercer County, ND",0
38003,NCNTY38003N38003,"Barnes County, ND",0
48301,NCNTY48301N48301,"Loving County, TX",0
48033,NCNTY48033N48033,"Borden County, TX",0
38049,NCNTY38049N38049,"McHenry County, ND",0
38023,NCNTY38023N38023,"Divide County, ND",0
38031,NCNTY38031N38031,"Foster County, ND",0
38075,NCNTY38075N38075,"Renville County, ND",0
38001,NCNTY38001N38001,"Adams County, ND",0
38091,NCNTY38091N38091,"Steele County, ND",0
49009,NCNTY49009N49009,"Daggett County, UT",0
38097,NCNTY38097N38097,"Traill County, ND",0
38011,NCNTY38011N38011,"Bowman County, ND",0
35028,NCNTY35028N35028,"Los Alamos County, NM",0
38013,NCNTY38013N38013,"Burke County, ND",0
38007,NCNTY38007N38007,"Billings County, ND",0
